timestamp,frame_id,total_ms,fm_prep_ms,fm_2d_match_ms,fm_corres_ms,fm_ransac_ms,bundle_adjust_ms,others_ms,nerf_ms,nerf_n_frames,nerf_ms_per_frame
1765857878.849135,1668813034111043652,175.4,10.6,83.4,0.9,16.2,47.0,17.3,n/a,n/a,n/a
1765857879.0319977,1668813034150743574,187.8,11.6,92.4,1.1,21.1,39.0,22.8,n/a,n/a,n/a
1765857879.2271538,1668813034179792962,192.6,11.5,93.4,1.1,18.0,46.8,21.9,n/a,n/a,n/a
1765857879.4271512,1668813034215211757,189.4,11.5,95.4,1.1,15.9,44.1,21.3,n/a,n/a,n/a
1765857879.827345,1668813034283221537,185.9,10.4,89.1,1.0,18.5,48.4,18.4,n/a,n/a,n/a
1765857880.0205383,1668813034319483517,200.1,11.5,98.3,1.2,17.9,47.8,23.4,n/a,n/a,n/a
1765857880.2282045,1668813034348752923,188.6,11.7,89.4,1.1,20.3,45.1,20.9,n/a,n/a,n/a
1765857880.4240184,1668813034386164307,188.8,11.5,92.7,1.0,19.8,42.4,21.3,n/a,n/a,n/a
1765857880.6199667,1668813034420353342,183.6,11.5,88.3,1.1,18.4,45.4,18.9,n/a,n/a,n/a
1765857880.8107722,1668813034453150055,183.4,11.4,89.9,1.0,23.4,34.8,22.8,n/a,n/a,n/a
1765857881.2059412,1668813034518576132,175.7,10.5,82.7,0.9,17.8,45.3,18.5,n/a,n/a,n/a
1765857881.388791,1668813034551491428,190.3,11.6,93.7,1.1,21.1,39.6,23.4,n/a,n/a,n/a
1765857881.586207,1668813034581016515,182.3,11.6,93.1,1.0,17.4,39.5,19.7,n/a,n/a,n/a
1765857881.9819674,1668813034647796628,177.8,10.8,82.7,0.9,16.5,48.2,18.8,n/a,n/a,n/a
1765857882.1668012,1668813034682131687,197.8,11.7,94.8,1.0,16.0,50.7,23.5,n/a,n/a,n/a
1765857882.569921,1668813034748514805,180.2,10.8,82.3,0.9,17.9,49.5,18.8,n/a,n/a,n/a
1765857882.7573125,1668813034780566977,201.3,12.1,91.9,1.1,23.4,47.8,25.1,n/a,n/a,n/a
1765857882.9657311,1668813034811046360,194.0,11.5,93.8,1.0,17.2,48.2,22.3,n/a,n/a,n/a
1765857883.1669173,1668813034847766838,187.9,11.7,90.8,1.0,20.6,43.5,20.1,n/a,n/a,n/a
1765857883.362078,1668813034883446645,189.9,11.6,90.4,1.0,17.9,48.5,20.4,n/a,n/a,n/a
1765857883.5591125,1668813034918316281,185.7,11.6,90.5,1.1,19.8,39.8,22.9,n/a,n/a,n/a
1765857883.751883,1668813034945418806,189.4,11.9,90.4,1.0,17.5,48.0,20.5,n/a,n/a,n/a
1765857883.9483647,1668813034982890396,186.8,11.6,90.0,1.0,17.6,44.3,22.3,n/a,n/a,n/a
1765857884.1423526,1668813035018431881,187.5,11.7,90.6,1.0,18.5,45.2,20.4,n/a,n/a,n/a
1765857884.538943,1668813035087632131,184.8,10.6,84.4,0.9,18.8,50.4,19.7,n/a,n/a,n/a
1765857884.7309625,1668813035115611563,191.7,11.8,94.5,1.1,18.0,44.0,22.4,n/a,n/a,n/a
1765857884.93008,1668813035144245914,183.7,11.6,89.3,1.0,16.3,43.9,21.5,n/a,n/a,n/a
1765857885.1208823,1668813035182449002,184.8,11.7,89.0,1.1,17.5,45.2,20.3,n/a,n/a,n/a
1765857885.3129394,1668813035215987180,188.8,11.8,87.6,1.0,17.6,48.2,22.5,n/a,n/a,n/a
1765857885.7126567,1668813035282327281,179.6,11.4,84.5,1.0,16.9,45.7,20.2,n/a,n/a,n/a
1765857885.8994188,1668813035316716545,184.1,12.5,90.1,1.0,17.8,39.8,23.0,n/a,n/a,n/a
1765857886.090618,1668813035353116675,194.1,11.7,94.7,1.0,16.4,47.8,22.6,n/a,n/a,n/a
1765857886.2916887,1668813035387172088,191.0,12.3,89.8,1.0,18.1,47.2,22.5,n/a,n/a,n/a
1765857886.489791,1668813035423002841,188.5,11.7,93.5,1.1,21.2,39.2,21.7,n/a,n/a,n/a
1765857886.8934655,1668813035480684239,179.7,11.9,82.1,0.8,18.8,47.7,18.3,n/a,n/a,n/a
1765857887.0802546,1668813035520559793,198.0,11.7,93.0,0.9,18.6,49.8,24.0,n/a,n/a,n/a
1765857887.2852597,1668813035556664576,189.5,12.6,90.4,0.9,17.7,47.4,20.6,n/a,n/a,n/a
1765857887.6949065,1668813035621136948,176.9,11.9,82.6,0.8,16.5,44.8,20.2,n/a,n/a,n/a
1765857874.671565,1668813033381426359,187.1,11.6,91.4,0.9,16.9,41.7,24.5,11423.3,27,423.1
1765857887.8787992,1668813035648046969,196.9,13.4,92.1,0.9,16.0,45.2,29.3,n/a,n/a,n/a
1765857888.0829222,1668813035678596009,161.1,12.3,84.7,1.0,3.7,34.1,25.4,n/a,n/a,n/a
1765857888.4319456,1668813035756818974,164.1,13.2,83.0,0.9,3.8,40.1,23.1,n/a,n/a,n/a
1765857888.6041298,1668813035785430020,183.7,14.1,93.5,1.1,4.5,42.3,28.2,n/a,n/a,n/a
1765857888.795299,1668813035820929362,175.3,14.0,89.2,1.5,4.4,40.5,25.6,n/a,n/a,n/a
1765857888.9778028,1668813035853689475,173.8,14.5,86.1,1.1,5.2,41.1,25.7,n/a,n/a,n/a
1765857889.1595147,1668813035886541024,169.3,16.0,88.4,1.1,4.0,33.4,26.3,n/a,n/a,n/a
1765857889.3361647,1668813035926387561,166.4,12.8,82.7,0.8,13.3,34.8,21.9,n/a,n/a,n/a
1765857889.7132366,1668813035986117185,162.8,11.2,81.4,0.7,15.4,35.3,18.8,n/a,n/a,n/a
1765857889.882954,1668813036024520298,188.4,13.3,89.0,0.8,19.1,43.9,22.2,n/a,n/a,n/a
1765857890.0783558,1668813036058627891,181.8,12.6,86.6,0.8,18.1,43.6,20.0,n/a,n/a,n/a
1765857890.4714618,1668813036121016056,186.6,12.0,86.7,0.7,21.3,44.3,21.5,n/a,n/a,n/a
1765857890.6648266,1668813036153898053,189.8,13.4,91.3,0.8,14.9,43.9,25.3,n/a,n/a,n/a
1765857890.8615236,1668813036185661115,182.1,13.5,89.5,0.8,16.5,40.9,20.9,n/a,n/a,n/a
1765857891.0504231,1668813036219315629,178.9,13.1,86.0,0.8,16.2,42.4,20.5,n/a,n/a,n/a
1765857891.2363448,1668813036249964279,185.5,13.5,88.7,0.7,16.2,43.4,22.9,n/a,n/a,n/a
1765857891.4286516,1668813036285923858,183.4,13.5,89.3,0.8,16.7,41.5,21.5,n/a,n/a,n/a
1765857891.6189797,1668813036314027015,190.6,13.7,88.8,0.8,16.1,50.4,20.9,n/a,n/a,n/a
1765857892.0198648,1668813036386746335,181.6,10.9,86.1,0.7,16.7,42.9,24.3,n/a,n/a,n/a
1765857892.2083972,1668813036421631911,184.3,13.5,90.8,0.8,17.2,38.4,23.6,n/a,n/a,n/a
1765857892.3997574,1668813036449357911,177.4,13.4,86.1,0.8,16.7,40.6,19.8,n/a,n/a,n/a
1765857892.583938,1668813036483656569,177.1,11.8,86.7,0.8,17.4,40.0,20.3,n/a,n/a,n/a
1765857892.7679791,1668813036517086258,185.1,13.4,90.5,0.8,16.1,41.0,23.2,n/a,n/a,n/a
1765857892.95994,1668813036553689970,185.8,13.4,88.6,0.8,22.1,41.2,19.7,n/a,n/a,n/a
1765857893.1527345,1668813036583611460,176.3,12.5,88.0,0.8,23.4,30.9,20.7,n/a,n/a,n/a
1765857893.3360195,1668813036616665227,183.4,13.0,90.2,0.8,19.8,38.5,21.1,n/a,n/a,n/a
1765857893.5263329,1668813036649992871,174.9,11.8,85.9,0.8,17.1,40.0,19.3,n/a,n/a,n/a
1765857893.7080905,1668813036680949330,176.2,11.8,88.4,0.8,17.1,37.7,20.3,n/a,n/a,n/a
1765857893.8911953,1668813036719112475,184.4,11.6,92.1,0.8,17.1,39.3,23.4,n/a,n/a,n/a
1765857894.0826075,1668813036749218280,189.3,13.3,89.2,0.9,13.4,52.2,20.3,n/a,n/a,n/a
1765857894.2790377,1668813036781872191,179.0,12.5,91.5,0.9,16.0,36.0,22.1,n/a,n/a,n/a
1765857894.4652343,1668813036817173125,181.7,11.7,92.3,0.9,16.0,39.4,21.4,n/a,n/a,n/a
1765857894.6540797,1668813036850368909,183.8,12.2,88.9,0.9,17.2,42.8,21.9,n/a,n/a,n/a
1765857894.8451698,1668813036883717986,180.3,11.5,92.8,0.9,16.9,36.7,21.4,n/a,n/a,n/a
1765857895.2385483,1668813036950206151,184.4,10.4,87.0,0.9,16.1,48.5,21.5,n/a,n/a,n/a
1765857895.430128,1668813036984306373,200.0,13.0,97.9,1.0,18.5,45.5,24.0,n/a,n/a,n/a
1765857895.8501358,1668813037049071183,181.4,11.1,89.2,0.9,17.5,42.1,20.7,n/a,n/a,n/a
1765857896.0387113,1668813037083480342,200.0,13.3,97.7,1.0,16.4,47.4,24.2,n/a,n/a,n/a
1765857896.2462902,1668813037127120162,187.3,12.6,98.3,1.0,18.0,35.1,22.2,n/a,n/a,n/a
1765857896.6560845,1668813037192456853,192.9,10.3,88.9,1.0,19.2,51.1,22.4,n/a,n/a,n/a
1765857896.8562586,1668813037215483567,204.8,12.9,99.7,1.1,16.8,49.6,24.8,n/a,n/a,n/a
1765857897.0683284,1668813037254304933,236.5,16.8,121.5,1.2,22.6,49.6,24.7,n/a,n/a,n/a
1765857897.5233772,1668813037321536338,194.3,11.7,89.2,1.0,20.4,51.6,20.3,n/a,n/a,n/a
1765857897.724893,1668813037356509672,198.4,11.5,98.4,1.1,15.8,45.8,25.8,n/a,n/a,n/a
1765857897.9305258,1668813037387725360,198.6,11.2,95.5,1.1,16.2,51.3,23.3,n/a,n/a,n/a
1765857898.1364386,1668813037417053237,196.2,11.4,96.7,1.1,16.6,48.1,22.4,n/a,n/a,n/a
1765857898.557766,1668813037487414797,195.7,10.3,88.8,1.1,16.9,58.1,20.5,n/a,n/a,n/a
1765857898.760731,1668813037520526283,212.3,11.5,100.7,1.2,18.6,56.4,24.1,n/a,n/a,n/a
1765857898.9806004,1668813037541385303,216.4,12.3,96.5,1.1,16.7,66.2,23.5,n/a,n/a,n/a
1765857899.2043052,1668813037574817097,192.9,12.7,93.6,1.1,15.8,48.1,21.7,n/a,n/a,n/a
1765857899.6156666,1668813037643638162,187.8,10.7,88.1,1.0,15.9,51.2,21.0,n/a,n/a,n/a
1765857899.8109686,1668813037685440314,261.0,15.4,137.9,1.5,22.4,57.2,26.7,n/a,n/a,n/a
1765857887.481747,1668813035583947969,205.7,11.7,93.1,0.9,17.0,49.9,33.1,10705.2,41,261.1
1765857900.0793226,1668813037708901528,180.7,11.5,92.2,1.2,4.8,38.6,32.4,n/a,n/a,n/a
1765857900.468433,1668813037778375407,152.7,11.0,80.2,1.1,3.3,35.0,22.1,n/a,n/a,n/a
1765857900.629192,1668813037808286482,167.5,13.4,91.3,1.2,6.0,29.0,26.6,n/a,n/a,n/a
1765857900.8045018,1668813037843395278,168.9,13.4,86.9,1.1,4.8,32.1,30.6,n/a,n/a,n/a
1765857901.2322,1668813037913711658,178.5,10.2,89.0,0.9,13.7,43.2,21.4,n/a,n/a,n/a
1765857901.4180527,1668813037945958662,263.9,16.6,140.5,1.5,30.0,49.5,25.8,n/a,n/a,n/a
1765857901.6893566,1668813037977855255,251.1,18.4,135.7,1.4,22.1,46.6,27.0,n/a,n/a,n/a
1765857902.1518786,1668813038049654310,186.3,11.7,92.4,1.0,19.6,41.4,20.2,n/a,n/a,n/a
1765857902.3455992,1668813038076622756,252.3,19.0,139.1,1.4,26.0,40.2,26.6,n/a,n/a,n/a
1765857902.6052072,1668813038111743960,233.2,17.7,128.6,1.4,22.7,36.9,26.0,n/a,n/a,n/a
1765857903.0934925,1668813038180905756,222.7,16.3,117.5,1.2,21.1,42.9,23.7,n/a,n/a,n/a
1765857903.323522,1668813038217369992,192.1,12.9,97.5,1.1,22.5,32.2,25.9,n/a,n/a,n/a
1765857903.522816,1668813038248292974,222.5,16.5,118.0,1.3,21.0,39.8,26.0,n/a,n/a,n/a
1765857903.9572804,1668813038316423324,184.0,11.8,87.3,1.0,16.5,46.6,20.9,n/a,n/a,n/a
1765857904.148515,1668813038352865161,242.5,15.8,130.5,1.4,24.5,41.0,29.4,n/a,n/a,n/a
1765857904.3983495,1668813038381035597,188.3,13.1,92.8,1.1,17.8,39.5,24.0,n/a,n/a,n/a
1765857904.7976813,1668813038450792417,181.0,11.2,88.1,1.2,16.4,41.9,22.2,n/a,n/a,n/a
1765857904.9858902,1668813038487097371,191.4,11.3,98.9,1.2,18.9,36.0,25.1,n/a,n/a,n/a
1765857905.1845648,1668813038515527118,235.3,14.6,118.4,1.3,27.5,46.0,27.4,n/a,n/a,n/a
1765857905.4272616,1668813038551167205,191.5,11.7,98.5,1.2,16.9,37.0,26.2,n/a,n/a,n/a
1765857905.8344693,1668813038615114533,172.7,10.4,84.8,1.1,15.6,39.8,21.1,n/a,n/a,n/a
1765857906.014462,1668813038649310390,194.5,13.3,95.2,1.2,20.3,37.7,26.8,n/a,n/a,n/a
1765857906.2161553,1668813038685714975,221.0,14.6,120.2,1.3,21.2,37.3,26.4,n/a,n/a,n/a
1765857906.4442985,1668813038720236782,178.4,11.6,92.6,1.1,17.8,31.1,24.2,n/a,n/a,n/a
1765857906.8351529,1668813038784403571,178.9,11.0,84.5,1.0,17.0,43.2,22.2,n/a,n/a,n/a
1765857907.0211291,1668813038822053355,224.7,16.1,117.0,1.3,25.3,36.4,28.6,n/a,n/a,n/a
1765857907.2535677,1668813038852259416,185.1,12.9,90.1,1.1,17.9,38.7,24.4,n/a,n/a,n/a
1765857907.648035,1668813038915472006,181.9,11.5,85.2,1.0,17.2,44.8,22.2,n/a,n/a,n/a
1765857907.8370922,1668813038943994523,187.5,11.6,93.4,1.1,16.7,37.7,27.0,n/a,n/a,n/a
1765857908.031976,1668813038977310233,185.9,11.5,94.9,1.1,16.9,36.9,24.6,n/a,n/a,n/a
1765857908.4628778,1668813039047728201,177.4,10.4,85.8,0.9,15.9,42.2,22.1,n/a,n/a,n/a
1765857908.647342,1668813039081027109,201.1,13.0,95.3,1.1,26.5,36.6,28.6,n/a,n/a,n/a
1765857908.8557107,1668813039107901509,215.9,14.6,115.8,1.2,20.3,37.0,27.1,n/a,n/a,n/a
1765857909.280282,1668813039193167977,209.8,13.5,107.1,1.1,23.1,39.7,25.3,n/a,n/a,n/a
1765857909.4972556,1668813039217068739,189.1,11.4,95.3,1.1,18.4,35.4,27.5,n/a,n/a,n/a
1765857909.6940224,1668813039248038869,183.3,12.0,93.0,1.1,15.8,35.2,26.2,n/a,n/a,n/a
1765857909.8845038,1668813039280921229,178.1,11.4,90.5,1.0,22.2,27.8,25.1,n/a,n/a,n/a
1765857910.0701866,1668813039310744691,213.6,15.0,116.3,1.1,20.6,32.6,28.0,n/a,n/a,n/a
1765857910.2911587,1668813039344133088,178.4,11.6,90.3,1.0,20.4,28.7,26.3,n/a,n/a,n/a
1765857910.4768612,1668813039377355679,180.1,11.6,91.2,1.0,16.8,33.8,25.6,n/a,n/a,n/a
1765857910.8718936,1668813039449875124,171.4,10.4,83.5,1.0,17.6,35.9,23.1,n/a,n/a,n/a
1765857911.0505857,1668813039475559879,191.3,11.5,97.8,1.0,17.9,34.3,28.8,n/a,n/a,n/a
1765857899.4045374,1668813037614339776,203.9,11.7,95.8,1.1,19.8,42.5,33.1,10293.8,51,201.8
1765857911.249761,1668813039511226443,186.2,13.8,94.1,1.0,16.1,26.0,35.2,n/a,n/a,n/a
1765857911.444056,1668813039545650639,159.7,13.5,84.0,1.2,3.9,17.9,39.2,n/a,n/a,n/a
1765857911.6112602,1668813039583822993,147.7,12.2,85.6,1.0,4.2,19.1,25.6,n/a,n/a,n/a
1765857911.9372623,1668813039656945591,147.1,10.8,79.4,1.1,3.5,25.6,26.7,n/a,n/a,n/a
1765857912.0924044,1668813039676408345,197.2,16.5,117.2,1.4,7.0,22.5,32.5,n/a,n/a,n/a
1765857912.297315,1668813039711363803,158.3,16.0,86.0,1.1,4.3,21.1,29.9,n/a,n/a,n/a
1765857912.463045,1668813039747660269,160.5,13.1,83.8,0.9,10.8,25.6,26.3,n/a,n/a,n/a
1765857912.8591013,1668813039811544948,167.0,11.5,81.8,0.8,15.7,34.0,23.2,n/a,n/a,n/a
1765857913.033657,1668813039847204251,179.0,11.4,92.2,1.0,16.8,31.1,26.5,n/a,n/a,n/a
1765857913.220018,1668813039885454939,177.9,12.8,90.1,0.9,16.8,33.3,23.9,n/a,n/a,n/a
1765857913.4052114,1668813039912687155,175.5,12.8,89.0,0.9,16.8,30.0,25.9,n/a,n/a,n/a
1765857913.5880613,1668813039945595057,175.7,11.5,92.1,0.9,15.6,28.9,26.6,n/a,n/a,n/a
1765857913.77124,1668813039981012143,169.5,11.5,89.3,0.9,16.8,24.9,26.1,n/a,n/a,n/a
1765857914.1391773,1668813040052832555,161.4,11.7,80.3,0.7,15.6,29.7,23.4,n/a,n/a,n/a
1765857914.3081625,1668813040084631429,184.5,12.9,92.8,0.8,16.7,32.3,29.0,n/a,n/a,n/a
1765857914.4997153,1668813040113437070,175.2,13.1,90.1,0.8,15.8,29.4,26.0,n/a,n/a,n/a
1765857914.6821642,1668813040149169365,175.2,13.3,92.6,0.8,16.5,24.3,27.7,n/a,n/a,n/a
1765857914.8646948,1668813040181669500,175.5,13.1,91.2,0.7,16.5,28.2,25.9,n/a,n/a,n/a
1765857915.047471,1668813040215519898,174.0,13.1,86.3,0.7,18.2,29.7,26.1,n/a,n/a,n/a
1765857915.2289133,1668813040246616118,173.0,13.4,88.0,0.8,17.9,27.2,25.7,n/a,n/a,n/a
1765857915.4091682,1668813040276960357,176.0,13.0,90.6,0.7,15.9,28.7,27.1,n/a,n/a,n/a
1765857915.592672,1668813040310544217,176.6,12.9,91.8,0.7,18.2,27.2,26.0,n/a,n/a,n/a
1765857915.7765846,1668813040346051691,174.9,13.4,90.4,0.7,17.9,26.1,26.4,n/a,n/a,n/a
1765857915.958673,1668813040382122949,174.3,12.0,87.6,0.8,19.6,28.0,26.2,n/a,n/a,n/a
1765857916.3426065,1668813040443440576,162.0,11.6,85.1,0.7,13.0,28.5,23.1,n/a,n/a,n/a
1765857916.5118732,1668813040478608353,180.1,11.3,89.3,0.8,17.5,33.1,28.1,n/a,n/a,n/a
1765857916.6991498,1668813040513108280,178.7,11.4,90.3,0.9,15.9,34.4,26.0,n/a,n/a,n/a
1765857916.8849905,1668813040549619195,179.8,13.0,89.9,0.9,16.6,34.8,24.7,n/a,n/a,n/a
1765857917.0720806,1668813040590670388,171.2,12.5,90.3,1.0,6.6,34.9,25.8,n/a,n/a,n/a
1765857917.454954,1668813040645744833,168.8,11.4,81.1,0.8,16.7,34.9,23.8,n/a,n/a,n/a
1765857917.6308248,1668813040685154842,186.9,13.2,94.0,0.9,16.3,34.0,28.4,n/a,n/a,n/a
1765857917.824884,1668813040721002601,178.9,12.5,88.3,0.9,16.9,34.4,25.9,n/a,n/a,n/a
1765857918.0108986,1668813040754824712,178.1,11.4,88.1,0.9,17.2,34.6,25.9,n/a,n/a,n/a
1765857918.1961296,1668813040783766632,178.8,13.2,86.7,0.9,18.6,33.0,26.4,n/a,n/a,n/a
1765857918.382331,1668813040819659662,175.4,11.3,88.2,0.8,15.4,33.5,26.2,n/a,n/a,n/a
1765857918.5649598,1668813040852407526,175.9,11.2,88.4,0.8,18.8,30.1,26.5,n/a,n/a,n/a
1765857918.7479212,1668813040888192000,177.3,11.7,88.1,0.8,17.5,33.0,26.1,n/a,n/a,n/a
1765857919.135605,1668813040956347278,170.4,10.3,83.3,0.8,17.6,34.6,23.8,n/a,n/a,n/a
1765857919.3131535,1668813040984698839,182.5,11.4,93.3,0.9,14.5,34.4,28.0,n/a,n/a,n/a
1765857919.502739,1668813041019250126,176.0,13.5,86.9,0.8,22.9,26.7,25.1,n/a,n/a,n/a
1765857919.6858478,1668813041053068103,174.4,11.5,86.6,1.0,22.1,26.8,26.4,n/a,n/a,n/a
1765857920.0639563,1668813041118857578,161.7,9.9,78.9,0.7,14.5,34.2,23.6,n/a,n/a,n/a
1765857920.2328005,1668813041153449030,184.5,12.6,92.2,0.9,16.1,34.2,28.4,n/a,n/a,n/a
1765857920.4249268,1668813041189011440,183.3,11.3,93.4,0.9,15.9,34.8,27.2,n/a,n/a,n/a
1765857920.6156933,1668813041217741553,187.7,13.2,93.0,1.0,17.4,36.5,26.6,n/a,n/a,n/a
1765857921.012235,1668813041282748630,172.4,11.5,84.4,0.8,17.7,34.6,23.5,n/a,n/a,n/a
1765857921.191745,1668813041320518990,184.9,13.2,89.8,0.9,20.0,30.9,30.3,n/a,n/a,n/a
1765857921.3839161,1668813041351297633,183.4,13.2,92.6,0.9,16.5,33.3,26.9,n/a,n/a,n/a
1765857921.574591,1668813041383831607,182.1,12.8,93.0,0.9,15.3,32.8,27.2,n/a,n/a,n/a
1765857921.7639682,1668813041419851766,184.3,13.4,92.6,0.9,16.5,34.6,26.2,n/a,n/a,n/a
1765857921.9554732,1668813041456568529,177.8,12.9,87.9,0.9,17.2,33.9,25.0,n/a,n/a,n/a
1765857922.1404953,1668813041481798414,235.2,17.5,130.7,1.2,21.5,34.9,29.2,n/a,n/a,n/a
1765857910.6641798,1668813039409467446,200.5,11.6,95.7,1.0,19.1,34.1,38.9,9840.2,63,156.2
1765857922.573385,1668813041551493107,160.4,13.5,79.1,0.9,3.6,26.0,37.4,n/a,n/a,n/a
1765857922.7423372,1668813041583982417,157.8,13.5,87.4,1.1,5.3,21.8,28.7,n/a,n/a,n/a
1765857922.908561,1668813041617379744,161.4,15.8,85.4,1.1,5.4,20.6,33.1,n/a,n/a,n/a
1765857923.078284,1668813041651526056,151.1,14.7,84.2,1.0,3.5,18.0,29.7,n/a,n/a,n/a
1765857923.2367725,1668813041689867935,173.7,13.6,89.9,0.9,14.1,28.7,26.4,n/a,n/a,n/a
1765857923.4182765,1668813041717430001,173.0,11.4,89.3,0.9,16.9,30.7,23.8,n/a,n/a,n/a
1765857923.5986195,1668813041753705066,169.9,13.1,87.1,0.9,23.8,19.8,25.2,n/a,n/a,n/a
1765857923.7756314,1668813041785772932,178.8,13.7,92.9,0.9,16.7,28.5,26.1,n/a,n/a,n/a
1765857923.9616911,1668813041821343990,177.3,13.2,88.9,1.0,19.9,27.7,26.6,n/a,n/a,n/a
1765857924.1465137,1668813041858324253,179.2,13.7,88.1,0.9,16.1,29.6,30.6,n/a,n/a,n/a
1765857924.3329694,1668813041896015714,178.0,12.0,89.1,0.9,23.3,26.3,26.4,n/a,n/a,n/a
1765857924.5183256,1668813041922075188,175.4,12.0,93.0,0.9,16.9,27.5,25.0,n/a,n/a,n/a
1765857924.7010431,1668813041955373543,182.4,12.9,93.1,1.0,19.9,30.0,25.6,n/a,n/a,n/a
1765857924.8907335,1668813041998179931,178.5,11.3,94.6,0.9,16.6,28.4,26.7,n/a,n/a,n/a
1765857925.0764651,1668813042034541205,169.4,11.0,88.4,0.9,18.4,24.9,25.8,n/a,n/a,n/a
1765857925.2530847,1668813042065027890,186.1,12.3,97.6,1.0,24.7,24.4,26.2,n/a,n/a,n/a
1765857925.4463584,1668813042099763102,182.1,11.5,94.7,0.9,15.3,32.7,27.0,n/a,n/a,n/a
1765857925.6355755,1668813042131060531,176.1,11.6,89.3,0.9,16.9,32.1,25.3,n/a,n/a,n/a
1765857925.8187916,1668813042167277178,179.6,12.2,94.3,0.9,20.5,25.6,26.1,n/a,n/a,n/a
1765857926.0056324,1668813042198405264,175.8,10.9,91.1,0.9,16.9,29.0,27.0,n/a,n/a,n/a
1765857926.384207,1668813042265849631,173.4,10.4,83.5,0.9,17.5,36.3,24.7,n/a,n/a,n/a
1765857926.5649796,1668813042310382968,184.9,11.8,93.0,1.0,17.2,32.7,29.2,n/a,n/a,n/a
1765857926.7569702,1668813042331532987,185.5,12.1,93.9,1.0,17.6,33.5,27.5,n/a,n/a,n/a
1765857926.9497128,1668813042364590580,184.3,11.3,92.9,0.9,16.4,33.4,29.4,n/a,n/a,n/a
1765857927.1410706,1668813042396930629,184.2,11.6,89.8,0.9,17.4,37.2,27.2,n/a,n/a,n/a
1765857927.532155,1668813042469687262,161.7,10.2,83.8,0.8,16.5,26.5,23.9,n/a,n/a,n/a
1765857927.7009974,1668813042505803008,191.6,11.3,95.3,0.9,16.8,38.3,28.9,n/a,n/a,n/a
1765857927.899964,1668813042535042994,181.0,11.2,90.4,1.1,17.2,35.3,25.8,n/a,n/a,n/a
1765857928.0881095,1668813042566451888,177.0,11.8,87.7,0.8,17.3,32.3,27.2,n/a,n/a,n/a
1765857928.2722228,1668813042600108950,181.9,12.7,92.5,0.8,16.3,32.2,27.5,n/a,n/a,n/a
1765857928.660351,1668813042667333329,160.3,9.6,83.1,0.8,12.6,28.9,25.2,n/a,n/a,n/a
1765857928.8276875,1668813042700708986,183.1,11.1,93.7,0.8,14.9,33.1,29.5,n/a,n/a,n/a
1765857929.0194707,1668813042738836654,175.4,10.9,86.6,0.7,16.2,33.8,27.2,n/a,n/a,n/a
1765857929.4014318,1668813042798644091,172.0,11.2,83.4,0.6,17.4,33.4,26.1,n/a,n/a,n/a
1765857929.580784,1668813042832102537,183.4,11.1,90.3,0.8,16.2,34.4,30.7,n/a,n/a,n/a
1765857929.7711537,1668813042868733393,172.8,10.7,86.2,0.8,16.7,31.3,27.2,n/a,n/a,n/a
1765857929.9511817,1668813042903796016,172.4,10.7,86.3,0.7,16.1,30.5,28.1,n/a,n/a,n/a
1765857930.1308331,1668813042933667150,171.9,10.7,89.0,0.7,13.5,29.5,28.5,n/a,n/a,n/a
1765857930.5114663,1668813043000667057,166.8,9.8,80.9,0.6,17.7,32.6,25.2,n/a,n/a,n/a
1765857930.6853375,1668813043032247536,177.8,11.2,90.9,0.7,16.3,29.3,29.4,n/a,n/a,n/a
1765857930.8703713,1668813043066689921,173.9,11.1,87.1,0.7,15.3,30.7,28.9,n/a,n/a,n/a
1765857931.0513506,1668813043098353486,185.0,11.9,91.1,0.7,17.3,32.7,31.3,n/a,n/a,n/a
1765857931.243492,1668813043133149520,165.7,11.7,85.4,0.7,16.6,23.9,27.3,n/a,n/a,n/a
1765857931.6213207,1668813043202784839,170.1,10.6,78.8,0.7,16.6,33.4,30.1,n/a,n/a,n/a
1765857931.7989454,1668813043243694636,180.3,11.3,92.4,0.7,18.0,27.8,30.2,n/a,n/a,n/a
1765857931.9863954,1668813043269828458,179.3,11.7,88.3,0.9,18.1,31.8,28.4,n/a,n/a,n/a
1765857932.1731968,1668813043303740747,175.0,11.7,86.4,0.7,18.6,29.1,28.5,n/a,n/a,n/a
1765857932.5591588,1668813043376762851,167.2,10.5,81.1,0.7,17.6,29.7,27.6,n/a,n/a,n/a
1765857932.73337,1668813043405890836,173.1,11.1,86.6,0.8,17.5,27.0,30.1,n/a,n/a,n/a
1765857920.8105876,1668813041255806540,194.5,12.8,87.5,0.9,17.2,36.8,39.4,9772.3,71,137.6
1765857932.9135442,1668813043443051055,178.8,12.2,89.5,0.8,14.3,19.5,42.5,n/a,n/a,n/a
1765857933.1000946,1668813043470157231,154.0,13.4,83.3,0.9,3.8,17.1,35.6,n/a,n/a,n/a
1765857933.2621071,1668813043507603582,153.5,13.3,85.4,0.8,3.9,18.1,32.1,n/a,n/a,n/a
1765857933.4229724,1668813043543034214,151.5,13.7,83.1,1.0,4.5,16.7,32.4,n/a,n/a,n/a
1765857933.5821145,1668813043571066263,151.7,13.4,83.4,1.0,5.4,16.9,31.7,n/a,n/a,n/a
1765857933.9089878,1668813043644735110,147.4,10.7,76.5,0.7,13.3,19.6,26.6,n/a,n/a,n/a
1765857934.0634415,1668813043674698496,177.1,11.5,88.7,0.7,16.4,28.7,31.1,n/a,n/a,n/a
